yaw pitch roll label
52.666565 -0.010895 8.181496 0
52.456635 -0.220215 8.433395 0
52.139465 -0.534622 8.212074 0
52.343826 -0.847893 7.911804 0
51.985168 0.033852 8.518234 0
52.77272 0.456322 8.05867 0
49.849609 -1.927094 7.484924 0
48.749664 -5.139137 5.568726 0
48.791611 -10.49099 0.53318 0
46.361786 -21.340546 -6.536255 0
45.186066 -30.201118 -10.492874 0
41.963135 -34.022453 -12.732727 4
38.50737 -36.106117 -14.46402 4
36.508972 -37.706688 -17.843422 4
34.239502 -39.900169 -20.016296 4
32.983124 -40.154091 -20.817352 1
31.995148 -40.729958 -19.770729 1
30.418381 -41.577564 -18.795998 1
29.121811 -41.293518 -17.49411 1
28.70723 -42.005692 -16.415726 1
27.31218 -44.544102 -15.828247 1
27.542725 -44.819206 -16.207222 1
26.244949 -45.556152 -15.495193 1
26.063416 -46.248196 -14.94268 1
25.222458 -46.545513 -15.136429 1
24.691284 -47.334309 -14.639351 1
24.471146 -48.402351 -13.884323 1
24.471283 -48.473091 -13.801437 1
23.515442 -48.586449 -13.825859 1
23.003677 -49.753807 -12.293625 1
22.098618 -49.594971 -12.519638 1
20.977753 -51.428226 -11.911003 1
22.075081 -50.386848 -11.818024 1
21.537582 -51.279953 -11.576599 1
20.991043 -51.528362 -11.520905 1
20.760933 -51.944225 -11.132858 1
21.204643 -52.268276 -11.285995 1
20.059509 -51.76786 -11.473724 1
20.352631 -52.138653 -11.049805 1
19.958145 -52.980442 -10.171127 1
20.372665 -52.199051 -10.978661 1
19.558754 -52.325901 -10.735634 1
19.63681 -51.954456 -11.285217 1
18.885315 -52.160065 -10.291992 1
19.558571 -51.691486 -10.356194 1
19.681595 -51.14621 -11.590561 1
20.697525 -50.521317 -11.247452 1
20.345886 -51.035637 -10.481026 1
19.743637 -50.638012 -10.869919 1
19.70414 -50.919739 -11.452911 1
19.769989 -51.483589 -11.481422 1
19.486679 -50.588806 -12.613724 1
19.268387 -51.528179 -11.833626 1
19.939743 -51.135551 -11.378922 1
19.643349 -51.218914 -11.275475 1
19.448433 -51.375999 -10.798447 1
19.228798 -50.986496 -11.953606 1
19.687569 -50.951511 -12.276497 1
20.198624 -50.977516 -12.186867 1
20.731415 -50.563431 -12.269318 1
20.491852 -50.759026 -12.466194 1
19.921829 -51.181339 -11.69912 1
21.108833 -50.448761 -12.195541 1
21.89502 -48.662491 -11.51442 1
21.9039 -48.693752 -11.53479 1
22.06382 -48.923962 -11.510139 1
42.457642 -45.7523 -18.427261 4
41.495102 -46.182419 -18.891289 4
40.841125 -45.734177 -18.818604 4
40.612595 -46.330318 -18.468559 4
40.579926 -46.910122 -18.495384 4
25.05191 -46.733986 -15.77813 1
25.808968 -46.721245 -16.495567 1
25.470459 -46.833355 -16.116051 1
25.299866 -46.771271 -16.913139 1
25.684296 -46.976204 -16.165756 1
25.109177 -47.255508 -15.973732 1
25.069542 -46.952877 -15.937378 1
25.571564 -46.782951 -16.743668 1
25.193451 -46.457623 -16.133987 1
25.048782 -46.078232 -16.792015 1
25.712021 -46.677853 -17.055801 1
25.889076 -46.171135 -17.072411 1
25.148315 -46.500404 -16.974121 1
24.811768 -46.586094 -17.06308 1
24.693237 -46.271011 -17.33773 1
45.684723 -16.003265 0.624252 0
45.850479 -15.944412 0.568954 0
45.924988 -15.579285 0.550354 0
46.010803 -15.689209 0.447304 0
45.975754 -15.316422 0.776016 0
45.727585 -15.228844 0.652771 0
45.710175 -15.415543 0.956772 0
45.932831 -15.005386 0.907516 0
46.209259 -13.919678 1.451645 0
46.157913 -12.774895 1.7089 0
45.751892 -12.345863 2.142906 0
45.796448 -13.030258 1.698639 0
46.038666 -12.654991 1.643234 0
45.163361 -12.460495 2.47023 0
44.342133 -11.351379 2.751175 0
43.718018 -10.656792 3.83075 0
43.410767 -10.913635 4.922905 0
43.389374 -9.82592 4.585938 0
43.316895 -9.585464 4.67395 0
42.94928 -7.390434 4.692398 0
42.786377 -6.488403 4.63195 0
42.583237 -5.831223 5.007736 0
42.731659 -6.021179 6.349388 0
42.948792 -6.777954 6.525467 0
43.128479 -6.527306 6.998154 0
42.55249 -4.39859 7.783974 0
42.286865 -2.567001 8.407578 0
42.68454 -2.878616 8.669785 0
42.362305 -2.453491 8.223106 0
42.20166 -2.980362 8.698402 0
42.704727 -2.8759 9.018219 0
42.639374 -2.782639 9.118866 0
42.860886 -2.406937 9.377426 0
43.08313 -2.490356 9.284943 0
43.069397 -2.591125 9.255554 0
43.465149 -2.742798 9.332458 0
43.211365 -2.978027 9.288605 0
43.374146 -0.745674 10.428207 0
42.942749 -0.269829 10.961334 0
43.559082 -0.73494 10.61055 0
43.611084 -1.370155 9.982254 0
43.473862 -1.443947 10.204033 0
43.456741 -1.139854 10.10675 0
43.520767 -1.586266 10.273338 0
43.889069 -1.736847 10.234154 0
43.928452 -1.587936 10.427902 0
44.087616 -1.94809 10.26062 0
43.89502 -2.275406 10.100555 0
43.527267 -2.263481 9.670601 0
43.1651 -2.78849 9.612061 0
43.625031 -2.879128 9.627258 0
43.093857 -3.7883 9.324814 0
43.356857 -4.089806 9.273514 0
43.359879 -3.867027 9.016922 0
43.381226 -4.35865 8.743881 0
43.293182 -3.66758 8.927307 0
43.447662 -3.746414 9.348053 0
43.363235 -3.644104 9.083023 0
43.42981 -4.223579 8.914703 0
43.70285 -4.629486 8.548904 0
43.979004 -4.549484 8.288437 0
44.04541 -6.020729 7.50502 0
43.975525 -5.867004 7.468536 0
52.843094 -19.695656 -3.003006 4
52.821854 -18.050362 -3.100922 4
53.048264 -17.73661 -3.245056 4
53.244751 -18.142647 -3.176483 4
52.872101 -16.700859 -1.866737 4
52.636368 -16.016647 -1.780746 4
51.770081 -16.292877 -1.951653 4
52.646912 -17.310822 -2.09996 4
53.38945 -14.807762 0.168526 4
55.411102 -14.43399 0.884171 4
53.517212 -14.038162 0.900803 4
46.771774 -4.158203 2.303444 0
47.025848 -3.808571 2.311317 0
46.871719 -3.618874 2.601883 0
