yaw pitch roll label
37.569351 -41.741009000000005 -23.047957999999998 1
34.785309000000005 -31.834090999999997 -14.797737 1
27.923424 -27.202225 4.31353 1
44.362976 -6.4984660000000005 6.86795 0
64.00245699999999 -13.659873999999999 -1.5277180000000001 0
60.864975 5.8554379999999995 28.200233 0
75.609177 -5.9091949999999995 11.471756 0
66.410645 -4.810387 6.402679 0
60.347778000000005 -18.570358 5.941666000000001 0
66.019226 -42.516563 -30.085846000000004 1
12.559189 -39.642441 -18.906013 1
35.474609 -9.459579 7.990196000000001 0
44.446243 1.523666 32.923538 0
48.513228999999995 -5.019012 22.34256 0
46.586426 -19.683594 11.268509 0
37.819809 -30.927719 -18.19706 1
34.542252000000005 -36.990932 -24.90789 1
31.012221999999998 -32.484032 -25.638023 1
28.821303999999998 -35.079014 -17.161072 1
70.189728 -11.431617999999999 6.693442999999999 0
86.276199 -28.334534 -19.638817 3
41.761612 -40.479156 -14.542411999999999 1
65.019775 -5.262894 24.104851 0
60.406707999999995 -25.347313 2.8772889999999998 0
60.200835999999995 -31.834792999999998 -10.104202 1
79.133987 -13.261009 -4.606674 3
29.536957 -21.83033 -9.337646000000001 1
21.840019 -26.392471 6.0468519999999994 1
18.87027 -27.420433000000003 11.748711 1
43.316711 1.377304 7.4988399999999995 0
64.215942 -7.8352889999999995 15.008575 0
62.764374 -8.138062 14.985413000000001 0
53.956741 10.875442999999999 28.582190999999998 0
57.584503000000005 7.065094 21.011581 0
70.406418 -15.594864000000001 5.444115 0
61.252228 2.8165970000000002 23.447319 0
38.069733 -34.105156 -2.9962009999999997 1
45.176453 -40.655857 -31.156066999999997 1
61.346954000000004 -13.874801999999999 16.467751 0
20.159378 -12.350067 -0.758911 1
45.532883 -28.393279999999997 5.6331940000000005 0
57.750427 -44.420586 -12.065605 0
57.85629300000001 -42.084365999999996 -26.026909 1
72.429474 -38.254265000000004 -16.880074 0
45.294083 -19.466934 4.657318 0
49.209441999999996 -11.831344999999999 11.117339999999999 0
80.10818499999999 -25.048828 -13.79245 3
49.799255 -19.995003 3.950623 0
49.007934999999996 -13.556335 13.301041 0
52.947739 -34.054466 -6.890778 0
54.211426 -16.936577 -1.85463 0
52.909012 -30.870773 3.375031 0
45.690445000000004 -18.102463 -0.9274979999999999 0
31.771697999999997 -35.620182 -15.471603 1
59.14778100000001 -34.513252 -14.837463 0
55.605422999999995 -37.468903000000005 -16.025009 0
43.307556 -28.723282 -17.358063 0
57.649841 -35.513214000000005 -12.924187 0
65.466049 -10.127228 4.61145 0
77.727509 -31.098801 -20.829079 3
76.801819 -18.621994 0.426933 0
81.596298 3.3229059999999997 22.627807999999998 0
77.32034300000001 -21.505173000000003 -6.429794 0
81.07193000000001 -5.285034 8.597054 0
84.561462 -14.22422 0.875732 0
77.648804 3.390404 24.512992999999998 0
19.529297 -28.343215999999998 -9.024582 1
11.177902 -39.322777 -10.937927 1
26.265533 -39.395927 -21.181976000000002 1
26.671158000000002 -41.924355 -3.0070650000000003 1
69.992538 -12.763931 19.878998 0
72.238174 -8.814392 23.628387 0
72.627014 -11.684494 15.122932 0
68.999802 -23.540619 -1.235428 0
73.48468000000001 -28.630478000000004 -19.368736 0
73.429443 -25.454826 -12.508217 0
38.805878 -33.417419 -17.901016000000002 1
61.938629000000006 -17.22171 0.11080899999999999 0
40.784225 -31.021744 -4.141449 1
30.505034999999996 -37.855705 -11.886948 1
43.278228999999996 -27.490966999999998 -5.6909410000000005 0
55.260925 -22.935959 2.014847 0
51.514297 -2.878403 17.112091 0
49.105194 -6.47673 19.795105 0
48.018814 -27.244324 1.936775 1
53.683105000000005 -4.102036 22.305695 0
55.089645 -12.999222 11.391922000000001 0
51.627014 -6.874039 12.770850999999999 0
46.751495 -2.24733 17.124695000000003 0
49.477844 -4.518661 21.92984 0
54.886978000000006 -2.3077240000000003 38.261596999999995 0
52.63588000000001 -17.767799 26.925178999999996 0
57.548919999999995 -36.454964000000004 6.194801 0
67.374222 0.84716 30.499069 0
56.59765600000001 -30.339127 13.877914 0
47.766327000000004 -1.12532 23.638748 0
56.782531999999996 -15.740143 4.629837 0
61.604813 -22.282822 -6.421028 0
62.299988 -16.115379 -6.061699 3
