frame_num,face_id,x_min,y_min,x_max,y_max,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,yaw,pitch,roll,label
48.0,5.0,1330.0,530.0,1508.0,712.0,1389.11,618.26,1418.03,625.97,1388.44,639.57,1386.27,656.81,1405.97,661.92,44.18580627441406,-19.027252197265625,0.6004257202148438,0.0
49.0,5.0,1330.0,530.0,1507.0,713.0,1389.56,618.56,1416.97,626.82,1387.49,639.97,1386.36,657.22,1404.86,662.63,45.47149658203125,-17.306182861328125,1.2133026123046875,0.0
50.0,5.0,1330.0,530.0,1507.0,713.0,1390.03,618.99,1417.42,627.51,1387.77,640.19,1386.22,657.12,1404.74,662.75,48.15399169921875,-18.331222534179688,0.40521240234375,0.0
51.0,4.0,1331.0,531.0,1511.0,715.0,1392.8,619.31,1419.43,629.15,1391.11,642.9,1389.42,658.96,1407.61,665.75,49.27986145019531,-21.11714172363281,-1.4316787719726562,0.0
52.0,4.0,1331.0,531.0,1511.0,715.0,1393.55,618.75,1420.23,629.23,1391.53,642.2,1389.32,658.24,1407.53,665.55,49.03370666503906,-19.14708709716797,1.5080108642578125,0.0
53.0,2.0,1332.0,531.0,1512.0,716.0,1393.8,619.09,1420.71,629.9,1391.21,642.28,1388.96,658.81,1407.09,666.36,47.87298583984375,-18.199371337890625,1.17169189453125,0.0
54.0,1.0,1331.0,531.0,1512.0,716.0,1393.61,619.2,1421.74,630.48,1391.53,642.44,1388.28,658.77,1407.4,666.72,44.65846252441406,-19.862625122070312,3.183013916015625,0.0
55.0,0.0,1332.0,532.0,1513.0,716.0,1394.86,619.53,1423.26,630.71,1393.18,642.53,1389.62,658.95,1408.82,666.89,43.65911865234375,-20.44087219238281,3.6048431396484375,0.0
56.0,1.0,1333.0,533.0,1514.0,716.0,1395.39,620.14,1425.22,630.96,1394.68,643.03,1390.39,659.63,1410.52,667.39,45.84440612792969,-19.850860595703125,5.162498474121094,0.0
57.0,0.0,1333.0,533.0,1514.0,716.0,1396.05,619.75,1425.77,630.33,1395.4,642.5,1391.07,659.32,1411.12,666.9,44.79737854003906,-18.975120544433594,5.4984893798828125,0.0
58.0,0.0,1334.0,532.0,1515.0,716.0,1397.23,619.08,1426.21,630.01,1395.58,641.92,1391.8,658.87,1411.14,666.7,45.42132568359375,-20.058494567871094,7.251174926757812,0.0
59.0,2.0,1334.0,532.0,1516.0,716.0,1397.51,618.9,1426.43,629.93,1395.59,641.96,1392.18,658.71,1411.44,666.59,43.73236083984375,-18.868453979492188,8.089576721191406,0.0
60.0,2.0,1334.0,532.0,1516.0,716.0,1397.54,618.9,1426.32,629.9,1395.51,641.95,1392.23,658.75,1411.38,666.59,43.73506164550781,-19.062789916992188,8.06512451171875,0.0
61.0,2.0,1334.0,532.0,1516.0,716.0,1397.51,618.88,1426.3,629.91,1395.51,641.92,1392.18,658.76,1411.31,666.63,43.69085693359375,-19.146408081054688,8.04351806640625,0.0
62.0,2.0,1334.0,532.0,1516.0,716.0,1397.5,618.88,1426.28,629.89,1395.5,641.91,1392.17,658.71,1411.33,666.56,43.675689697265625,-19.1419677734375,8.067169189453125,0.0
63.0,2.0,1334.0,532.0,1516.0,716.0,1397.5,618.93,1426.31,629.9,1395.56,641.89,1392.2,658.69,1411.4,666.52,43.90483093261719,-19.03214263916016,8.05181884765625,0.0
64.0,2.0,1334.0,532.0,1516.0,716.0,1397.5,618.93,1426.28,629.89,1395.52,641.95,1392.21,658.79,1411.33,666.62,43.76463317871094,-19.129600524902344,7.986221313476562,0.0
65.0,2.0,1334.0,532.0,1516.0,716.0,1397.5,618.92,1426.29,629.89,1395.53,641.94,1392.21,658.78,1411.34,666.61,43.76463317871094,-19.129600524902344,7.986221313476562,0.0
66.0,2.0,1334.0,532.0,1516.0,716.0,1397.51,618.92,1426.29,629.89,1395.53,641.95,1392.21,658.78,1411.34,666.61,43.76463317871094,-19.129600524902344,7.986221313476562,0.0
67.0,2.0,1334.0,532.0,1516.0,716.0,1397.51,618.93,1426.29,629.89,1395.53,641.95,1392.22,658.79,1411.34,666.62,43.76463317871094,-19.129600524902344,7.986221313476562,0.0
68.0,2.0,1334.0,532.0,1516.0,716.0,1397.5,618.93,1426.28,629.89,1395.52,641.95,1392.21,658.79,1411.33,666.62,43.76463317871094,-19.129600524902344,7.986221313476562,0.0
69.0,2.0,1334.0,532.0,1516.0,716.0,1397.44,618.92,1426.29,629.92,1395.49,641.99,1392.15,658.79,1411.32,666.64,43.96229553222656,-18.978485107421875,8.004776000976562,0.0
70.0,0.0,1335.0,533.0,1516.0,716.0,1399.66,619.76,1427.12,630.61,1397.23,642.02,1394.12,658.86,1412.9,666.59,39.51434326171875,-22.08802032470703,13.877952575683596,0.0
71.0,0.0,1335.0,533.0,1516.0,716.0,1399.79,619.68,1427.35,630.75,1397.43,642.14,1394.21,658.75,1413.05,666.67,40.44186401367188,-23.24942779541016,13.463859558105467,0.0
288.0,1.0,1312.0,543.0,1491.0,724.0,1370.01,634.81,1398.22,639.14,1373.22,658.24,1375.82,671.92,1397.12,674.49,38.661041259765625,-29.515159606933594,-12.46356964111328,1.0
289.0,2.0,1312.0,543.0,1491.0,724.0,1369.54,635.04,1397.64,639.19,1372.77,658.43,1375.64,672.29,1396.85,674.71,38.3863525390625,-29.82086944580078,-12.821624755859375,1.0
290.0,2.0,1312.0,544.0,1491.0,725.0,1369.28,635.83,1397.31,639.46,1372.83,658.93,1376.06,673.22,1396.88,675.24,38.27583312988281,-29.70896148681641,-12.835983276367188,1.0
291.0,2.0,1312.0,544.0,1491.0,725.0,1369.29,635.97,1397.28,639.84,1372.7,659.31,1376.12,673.4,1396.97,675.59,38.21966552734375,-29.8533935546875,-12.762161254882812,1.0
292.0,3.0,1312.0,544.0,1491.0,725.0,1369.2,636.07,1397.2,639.77,1372.65,659.38,1376.2,673.52,1397.05,675.57,38.2347412109375,-29.91390991210937,-12.832969665527346,1.0
293.0,3.0,1312.0,544.0,1491.0,725.0,1369.44,635.87,1397.71,639.37,1373.07,658.91,1375.83,672.94,1397.11,674.88,38.643463134765625,-30.89470672607422,-13.062217712402346,1.0
294.0,3.0,1312.0,544.0,1491.0,724.0,1369.52,635.47,1397.87,638.95,1373.15,658.38,1375.62,672.52,1396.99,674.47,38.2276611328125,-30.299774169921875,-13.177726745605467,1.0
295.0,2.0,1312.0,544.0,1491.0,724.0,1369.68,635.3,1398.09,638.64,1373.51,658.05,1375.77,672.51,1396.97,674.37,38.91847229003906,-30.541786193847656,-12.613189697265625,1.0
296.0,2.0,1312.0,544.0,1491.0,724.0,1369.82,635.32,1398.25,638.72,1373.81,658.19,1376.24,672.46,1397.38,674.36,39.123046875,-31.13581848144531,-13.311553955078125,1.0
297.0,2.0,1312.0,544.0,1491.0,725.0,1369.87,634.79,1398.71,638.33,1374.2,658.3,1376.35,672.43,1397.63,674.69,39.28413391113281,-30.88951873779297,-13.427253723144533,1.0
298.0,2.0,1312.0,544.0,1491.0,725.0,1369.83,634.68,1398.96,638.26,1374.24,658.62,1376.12,672.68,1397.88,675.0,39.40753173828125,-30.920166015625,-12.810447692871096,1.0
299.0,2.0,1312.0,544.0,1492.0,725.0,1370.06,634.53,1399.37,638.36,1374.56,658.7,1375.99,672.41,1398.16,674.93,38.53852844238281,-31.0537109375,-13.157180786132812,1.0
300.0,1.0,1312.0,543.0,1492.0,726.0,1370.49,633.63,1400.18,638.04,1374.66,658.6,1375.88,672.11,1398.63,675.07,39.50997924804688,-32.926513671875,-13.176109313964846,1.0
301.0,0.0,1313.0,543.0,1492.0,725.0,1370.83,633.14,1400.22,637.84,1374.46,657.88,1375.78,671.27,1398.22,674.43,39.6519775390625,-32.741470336914055,-13.778579711914062,1.0
302.0,0.0,1313.0,543.0,1492.0,725.0,1370.86,633.17,1400.22,637.82,1374.47,657.86,1375.81,671.29,1398.22,674.42,39.73117065429688,-32.728782653808594,-13.689208984375,1.0
303.0,0.0,1313.0,543.0,1492.0,725.0,1370.9,633.13,1400.24,637.85,1374.48,657.88,1375.79,671.23,1398.22,674.41,39.74346923828125,-32.758224487304695,-13.759033203125,1.0
304.0,0.0,1313.0,543.0,1492.0,725.0,1370.87,633.2,1400.24,637.83,1374.5,657.89,1375.82,671.32,1398.25,674.44,39.7540283203125,-32.71727752685547,-13.760597229003904,1.0
305.0,0.0,1313.0,543.0,1492.0,725.0,1370.82,633.2,1400.23,637.85,1374.49,657.91,1375.79,671.32,1398.23,674.45,39.70411682128906,-32.81866455078125,-13.788986206054688,1.0
306.0,0.0,1313.0,543.0,1492.0,725.0,1370.85,633.21,1400.28,637.86,1374.53,657.9,1375.79,671.34,1398.23,674.47,39.75405883789063,-32.83238983154297,-13.723518371582033,1.0
307.0,0.0,1313.0,543.0,1492.0,725.0,1370.84,633.15,1400.26,637.83,1374.53,657.85,1375.79,671.25,1398.22,674.41,39.75599670410156,-32.810302734375,-13.67949676513672,1.0
308.0,0.0,1313.0,543.0,1492.0,725.0,1370.84,633.21,1400.29,637.86,1374.55,657.91,1375.8,671.35,1398.25,674.48,39.75775146484375,-32.83184814453125,-13.72185516357422,1.0
309.0,0.0,1313.0,543.0,1492.0,725.0,1370.79,633.24,1400.22,637.86,1374.48,657.94,1375.8,671.39,1398.24,674.5,39.732818603515625,-32.80811309814453,-13.759368896484375,1.0
310.0,0.0,1313.0,543.0,1492.0,725.0,1370.84,633.23,1400.23,637.87,1374.53,657.93,1375.83,671.34,1398.25,674.46,39.784027099609375,-32.817047119140625,-13.735885620117188,1.0
311.0,0.0,1313.0,543.0,1492.0,725.0,1370.81,633.18,1400.21,637.82,1374.51,657.88,1375.8,671.29,1398.24,674.42,39.74899291992188,-32.78095245361328,-13.695892333984375,1.0
528.0,2.0,1279.0,567.0,1466.0,741.0,1340.47,659.74,1371.57,659.74,1349.78,682.97,1356.34,695.37,1377.01,694.48,29.21644592285156,-46.13861846923828,-26.50862121582031,1.0
529.0,2.0,1279.0,567.0,1466.0,741.0,1340.65,659.82,1371.95,659.94,1350.11,683.12,1356.34,695.47,1377.08,694.7,29.68780517578125,-46.6844482421875,-26.56723022460937,1.0
530.0,1.0,1279.0,567.0,1466.0,741.0,1340.75,659.78,1371.91,659.93,1350.16,683.0,1356.51,695.53,1376.99,694.78,30.22920227050781,-46.15741729736328,-26.57598876953125,1.0
531.0,1.0,1279.0,567.0,1466.0,741.0,1341.16,659.92,1372.53,660.1,1350.85,683.1,1356.7,695.53,1377.35,694.83,30.37266540527344,-46.96029663085938,-25.17322540283203,1.0
532.0,1.0,1279.0,568.0,1466.0,741.0,1341.76,660.68,1372.17,660.24,1351.78,683.25,1358.02,694.66,1378.48,693.62,30.42034912109375,-47.12310028076172,-24.99182891845703,1.0
533.0,1.0,1280.0,568.0,1467.0,741.0,1341.79,660.44,1372.44,659.99,1351.85,682.86,1357.88,694.37,1378.41,693.35,32.339584350585945,-47.69322967529297,-22.807884216308594,1.0
534.0,0.0,1280.0,568.0,1467.0,741.0,1342.43,660.41,1373.24,660.17,1352.55,682.85,1358.07,694.29,1378.71,693.45,32.078292846679695,-48.560523986816406,-20.854324340820312,1.0
535.0,0.0,1281.0,568.0,1467.0,740.0,1342.94,660.16,1373.86,660.05,1353.04,682.7,1358.3,694.04,1379.05,693.32,30.770660400390625,-48.44166564941406,-20.630332946777344,1.0
536.0,0.0,1281.0,568.0,1467.0,740.0,1343.16,660.4,1374.08,660.11,1353.31,682.73,1358.46,693.97,1379.41,693.11,30.070465087890625,-48.21204376220703,-20.2867431640625,1.0
537.0,0.0,1281.0,568.0,1467.0,740.0,1343.33,660.34,1374.06,659.92,1353.46,682.66,1358.88,694.02,1379.65,693.06,29.575454711914066,-48.50054168701172,-20.477806091308594,1.0
538.0,0.0,1281.0,568.0,1467.0,740.0,1343.35,660.19,1374.1,659.91,1353.38,682.57,1358.79,693.79,1379.65,692.93,30.40731811523437,-48.68354034423828,-20.57464599609375,1.0
539.0,1.0,1281.0,568.0,1467.0,740.0,1343.53,660.42,1374.22,659.95,1353.67,682.61,1359.03,693.97,1379.75,692.98,30.639678955078125,-48.62352752685547,-20.002830505371094,1.0
540.0,2.0,1282.0,568.0,1468.0,740.0,1343.92,660.23,1374.46,659.94,1353.85,682.5,1359.28,693.69,1379.95,692.84,31.14349365234375,-49.3653335571289,-18.76580810546875,1.0
541.0,2.0,1282.0,568.0,1468.0,740.0,1343.9,660.15,1374.36,659.81,1353.76,682.36,1359.21,693.63,1379.87,692.74,30.992095947265625,-49.04574584960938,-18.898155212402344,1.0
542.0,1.0,1282.0,568.0,1468.0,740.0,1344.08,660.31,1374.44,659.96,1353.95,682.48,1359.43,693.75,1379.98,692.85,31.3089599609375,-48.75334167480469,-19.33252716064453,1.0
543.0,1.0,1282.0,568.0,1468.0,740.0,1344.04,660.22,1374.44,659.9,1353.9,682.4,1359.33,693.61,1379.97,692.73,31.32902526855469,-48.75521850585938,-19.39537811279297,1.0
544.0,1.0,1282.0,568.0,1468.0,740.0,1344.06,660.19,1374.42,659.9,1353.88,682.4,1359.33,693.62,1379.94,692.77,31.31280517578125,-48.75659942626953,-19.378952026367188,1.0
545.0,1.0,1282.0,568.0,1468.0,740.0,1344.05,660.19,1374.45,659.89,1353.9,682.39,1359.33,693.63,1379.96,692.76,31.29838562011719,-48.75194549560547,-19.40612030029297,1.0
546.0,1.0,1282.0,568.0,1468.0,740.0,1344.06,660.27,1374.43,659.95,1353.91,682.46,1359.39,693.68,1379.97,692.8,31.27061462402344,-48.77326965332031,-19.32826232910156,1.0
547.0,1.0,1282.0,568.0,1468.0,740.0,1344.05,660.23,1374.37,659.92,1353.87,682.41,1359.37,693.66,1379.91,692.79,31.290008544921875,-48.76742553710938,-19.370880126953125,1.0
548.0,1.0,1282.0,568.0,1468.0,740.0,1344.05,660.23,1374.39,659.91,1353.88,682.4,1359.36,693.64,1379.93,692.76,31.312271118164066,-48.77184677124024,-19.410484313964844,1.0
549.0,1.0,1282.0,568.0,1468.0,740.0,1344.05,660.23,1374.37,659.92,1353.87,682.41,1359.37,693.66,1379.91,692.79,31.28955078125,-48.76732635498047,-19.37071228027344,1.0
550.0,1.0,1282.0,568.0,1468.0,740.0,1344.06,660.27,1374.43,659.95,1353.91,682.46,1359.39,693.68,1379.97,692.8,31.2698974609375,-48.77332305908203,-19.327804565429688,1.0
551.0,1.0,1282.0,568.0,1468.0,740.0,1344.05,660.23,1374.38,659.92,1353.87,682.41,1359.37,693.68,1379.92,692.81,31.29310607910156,-48.76885223388672,-19.37738800048828,1.0
768.0,0.0,1291.0,569.0,1476.0,745.0,1351.5,664.41,1384.3,665.26,1361.55,688.52,1365.96,698.99,1387.91,698.98,25.31771850585937,-43.8035888671875,-10.969955444335938,1.0
769.0,0.0,1291.0,569.0,1476.0,745.0,1351.57,666.0,1384.48,666.06,1362.07,689.9,1367.2,700.47,1389.17,699.82,27.489532470703125,-44.95101165771485,-10.490966796875,1.0
770.0,0.0,1291.0,570.0,1477.0,746.0,1351.51,667.73,1384.84,668.15,1362.25,692.06,1367.31,701.83,1389.65,701.43,26.69776153564453,-45.9005012512207,-10.84906005859375,1.0
771.0,0.0,1291.0,571.0,1476.0,747.0,1351.57,668.88,1385.04,669.11,1362.72,692.86,1367.49,702.7,1389.82,702.19,25.97724914550781,-46.76865005493164,-10.16546630859375,1.0
772.0,0.0,1291.0,572.0,1476.0,747.0,1351.63,669.48,1385.38,669.72,1363.13,693.23,1367.38,703.01,1389.69,702.55,26.38195037841797,-47.882972717285156,-10.902023315429688,1.0
