frame_num,face_id,x_min,y_min,x_max,y_max,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,yaw,pitch,roll,label
0.0,0.0,1056.0,545.0,1221.0,693.0,1118.52,626.1,1132.77,627.79,1121.53,645.76,1134.03,650.67,1142.73,650.85,39.19317626953125,-48.62311935424805,-7.301116943359375,1.0
1.0,0.0,1057.0,545.0,1221.0,693.0,1118.73,626.19,1132.9,627.93,1121.73,645.73,1134.07,650.53,1142.7,650.76,43.54556274414063,-47.41068649291992,-5.8153839111328125,1.0
2.0,0.0,1056.0,545.0,1221.0,692.0,1118.52,626.15,1132.8,627.89,1121.57,645.73,1133.93,650.59,1142.54,650.82,42.2515869140625,-49.192100524902344,-6.739860534667969,1.0
3.0,0.0,1056.0,545.0,1221.0,692.0,1118.28,626.33,1132.49,627.95,1121.21,645.71,1133.6,650.55,1142.29,650.68,41.58810424804688,-50.40287780761719,-7.068450927734375,1.0
4.0,0.0,1056.0,545.0,1220.0,692.0,1117.97,626.05,1132.18,627.9,1120.79,645.61,1133.17,650.31,1141.89,650.61,37.11541748046875,-50.893775939941406,-6.583320617675781,1.0
5.0,0.0,1056.0,545.0,1220.0,692.0,1118.06,626.58,1132.44,628.14,1121.12,645.83,1133.41,650.55,1142.11,650.65,37.13919067382813,-50.63374328613281,-6.7450714111328125,1.0
6.0,0.0,1056.0,545.0,1220.0,692.0,1118.04,626.43,1132.15,628.24,1120.82,645.79,1133.31,650.37,1141.9,650.63,36.76614379882813,-49.8477554321289,-6.003425598144531,1.0
7.0,0.0,1056.0,545.0,1220.0,692.0,1117.92,626.28,1132.04,628.26,1120.57,645.75,1133.05,650.38,1141.64,650.76,37.265533447265625,-49.80135726928711,-6.08837890625,1.0
8.0,0.0,1056.0,545.0,1220.0,692.0,1117.72,626.41,1131.94,628.43,1120.36,645.84,1132.67,650.42,1141.45,650.83,37.0391845703125,-49.03172302246094,-5.426040649414063,1.0
9.0,0.0,1056.0,545.0,1220.0,692.0,1117.93,626.41,1132.09,628.39,1120.6,645.78,1132.92,650.38,1141.58,650.77,36.85148620605469,-49.13352584838867,-5.406784057617188,1.0
10.0,0.0,1056.0,545.0,1220.0,692.0,1117.96,626.43,1132.1,628.41,1120.64,645.78,1132.98,650.38,1141.58,650.77,36.91726684570313,-48.93748474121094,-5.37408447265625,1.0
11.0,0.0,1056.0,545.0,1220.0,692.0,1117.99,626.44,1132.12,628.4,1120.68,645.81,1133.0,650.4,1141.65,650.77,36.82011413574219,-49.02853393554688,-5.417015075683594,1.0
12.0,0.0,1056.0,545.0,1220.0,692.0,1117.71,626.4,1131.94,628.43,1120.36,645.84,1132.68,650.42,1141.45,650.83,37.03483581542969,-49.02154541015625,-5.4227294921875,1.0
13.0,0.0,1056.0,545.0,1220.0,692.0,1117.92,626.41,1132.09,628.39,1120.6,645.78,1132.91,650.38,1141.58,650.76,36.851654052734375,-49.12797546386719,-5.404586791992188,1.0
14.0,0.0,1056.0,545.0,1220.0,692.0,1117.96,626.43,1132.1,628.41,1120.64,645.78,1132.98,650.38,1141.58,650.77,36.914947509765625,-48.9305305480957,-5.3717041015625,1.0
15.0,0.0,1056.0,545.0,1220.0,692.0,1117.99,626.44,1132.11,628.41,1120.68,645.81,1133.01,650.38,1141.65,650.76,36.822265625,-49.046104431152344,-5.415275573730469,1.0
16.0,0.0,1056.0,545.0,1220.0,692.0,1117.71,626.4,1131.93,628.43,1120.36,645.84,1132.68,650.42,1141.45,650.83,37.03483581542969,-49.02154541015625,-5.4227294921875,1.0
17.0,0.0,1056.0,545.0,1220.0,692.0,1117.92,626.42,1132.08,628.4,1120.6,645.78,1132.91,650.38,1141.57,650.76,36.86148071289063,-49.13299560546875,-5.412643432617188,1.0
18.0,0.0,1056.0,545.0,1220.0,692.0,1117.95,626.43,1132.1,628.41,1120.64,645.78,1132.96,650.37,1141.57,650.76,36.93045043945313,-48.93998336791992,-5.382598876953125,1.0
19.0,0.0,1056.0,545.0,1220.0,692.0,1117.95,626.44,1132.08,628.4,1120.64,645.8,1132.99,650.4,1141.62,650.77,36.93113708496094,-48.94770812988281,-5.427345275878906,1.0
20.0,0.0,1056.0,545.0,1220.0,692.0,1117.71,626.41,1131.93,628.43,1120.35,645.85,1132.68,650.42,1141.45,650.83,37.03483581542969,-49.02154541015625,-5.4227294921875,1.0
21.0,0.0,1056.0,545.0,1220.0,692.0,1117.76,626.35,1131.97,628.33,1120.41,645.73,1132.72,650.38,1141.46,650.77,36.88058471679688,-49.7724838256836,-5.4747467041015625,1.0
22.0,0.0,1056.0,545.0,1220.0,692.0,1117.68,626.37,1131.92,628.4,1120.32,645.8,1132.62,650.41,1141.4,650.83,37.00714111328125,-48.882545471191406,-5.43048095703125,1.0
23.0,0.0,1056.0,545.0,1221.0,693.0,1117.74,627.87,1132.2,629.72,1120.85,647.82,1133.68,651.74,1142.5,652.02,36.889495849609375,-48.64678955078125,-5.782157897949219,1.0
240.0,5.0,1126.0,469.0,1281.0,625.0,1180.85,549.76,1196.26,548.62,1180.12,564.06,1186.14,578.39,1198.01,576.67,11.780685424804688,-5.103439331054688,-1.5746383666992188,0.0
241.0,5.0,1126.0,469.0,1281.0,625.0,1180.84,549.76,1196.25,548.62,1180.11,564.06,1186.14,578.39,1198.01,576.67,11.773178100585938,-5.0703887939453125,-1.5751190185546875,0.0
242.0,5.0,1126.0,469.0,1281.0,625.0,1180.85,549.77,1196.26,548.63,1180.11,564.07,1186.14,578.39,1198.01,576.67,11.844314575195312,-5.0948028564453125,-1.6390380859375,0.0
243.0,5.0,1126.0,469.0,1281.0,625.0,1180.84,549.76,1196.25,548.62,1180.11,564.06,1186.14,578.4,1198.01,576.67,11.77398681640625,-5.070465087890625,-1.57623291015625,0.0
244.0,5.0,1126.0,469.0,1281.0,625.0,1180.85,549.77,1196.25,548.62,1180.11,564.06,1186.14,578.39,1198.01,576.66,11.804122924804688,-5.1297760009765625,-1.6051788330078125,0.0
245.0,5.0,1126.0,469.0,1281.0,625.0,1180.84,549.77,1196.26,548.62,1180.11,564.06,1186.14,578.39,1198.01,576.66,11.804466247558596,-5.1300048828125,-1.6059951782226562,0.0
246.0,5.0,1126.0,469.0,1281.0,625.0,1180.85,549.77,1196.26,548.63,1180.11,564.06,1186.14,578.39,1198.01,576.66,11.804519653320312,-5.129951477050781,-1.60595703125,0.0
247.0,5.0,1126.0,469.0,1281.0,625.0,1180.84,549.77,1196.26,548.62,1180.11,564.06,1186.14,578.39,1198.01,576.66,11.804466247558596,-5.1300048828125,-1.6059951782226562,0.0
